"","Gender","SeniorCitizen","Partner","Dependents","Tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","shadowMax","shadowMean","shadowMin"
"1",0.135693616724957,11.4451276457506,3.80956083437599,5.69589158366671,42.1677568501575,4.33641102143666,7.25803890529434,27.7864026560798,18.7942938719869,9.80892114236774,12.1781794735199,19.1641072478681,9.87685815298867,11.4819569368613,43.205379359891,9.89703842118941,11.3585509877483,32.9818044958983,35.9226310441807,2.85729410707277,0.0303947837279411,-2.30478593116587
"2",-0.0402413146180098,11.0307692607167,5.0857556260117,5.89095223420186,42.8486296378567,5.16484899358529,6.73292886904647,27.98407100902,18.3954356812674,10.4758083342632,9.0204335917426,17.0594865339124,11.6266355120628,11.4981448755732,41.8620204293223,11.9256294264512,12.3949556127924,34.1415263745756,34.881556179667,1.44456816410862,-0.267115092147637,-4.12589049113382
"3",-0.0259858176390211,11.7685500638527,3.71117246968043,5.68288793132019,44.0862279076042,5.38705728965256,6.85635820809724,28.6863275833316,17.759183838747,10.1723813807846,11.1875777685705,16.8942960650974,11.8974343117904,12.2590040055577,43.8768949482791,10.4796374886474,12.3782305850077,33.6729498184637,36.5520292580585,1.96964392960722,0.243308595484944,-2.35770436770546
"4",-0.7747868666975,8.36724965981787,7.02058366250006,5.03704700306533,41.6405259021963,3.12672631042658,8.10865784981346,27.8353329746797,17.7571597858181,12.2753529838046,10.7587494169746,16.2802860971092,9.35309012246356,11.6518780554804,40.9660501412837,10.3295367469572,10.3450223125556,35.4993952409276,36.7638732971838,1.55060359722146,-0.132968169828429,-3.76506603738342
"5",0.104496341592159,11.0648805426607,5.17928832665103,6.41985750436547,43.2901528092789,3.75628770861114,7.48202256726201,29.5031470452358,16.6214249048071,10.2515915756735,11.022635424914,18.2273229279684,11.1574751147086,11.0656017260036,41.5839265045257,11.2923374699972,11.2427771945479,34.23869484383,36.8666344529024,2.80908930588282,0.273135051664272,-2.16047619166853
"6",-0.32918860154894,9.28313286574138,4.04336901288504,2.95130048360782,41.1674446836812,4.66331903903932,9.11712745020263,27.3880383015457,18.6674689072236,10.3951978936496,10.4418343969318,18.1847168216642,11.0871626052366,10.1754770383962,43.5090942650954,11.0281532027053,10.7714511062686,37.9681321076949,36.7030285235883,3.01684113070808,0.601249142223955,-2.02363533537129
"7",1.60161407138079,11.377005805363,4.49349612538761,4.85150111723915,43.5034179277612,2.27962235401568,9.38806978205842,28.6964145621669,17.2387376921972,10.5504554650948,9.81230669210569,16.635308985263,10.5873419547539,10.3375818278024,42.808409923702,11.5806106551198,13.8256526746675,34.834006791487,37.3388285825513,3.30492939838776,0.13502956071047,-3.64452408459469
"8",-1.9833526428639,10.5885817052561,4.05379212458463,5.61652412147967,41.39554370121,4.47085231702648,8.97334799080058,29.4527584192479,17.1404398960836,10.5219821680751,9.96987866411256,16.9061268896782,11.1497756174213,10.7552744008015,41.0735531129954,10.4213861668463,10.9140335816864,34.6349417894149,37.193509100168,2.33701168693631,0.384470663572658,-3.39033735265455
"9",0.408999563535706,12.7493506707169,3.16056158680297,3.23689098878279,43.0846096601694,6.14594548916052,8.50975017032376,29.248861888207,15.9742894942551,11.5131070308675,9.91231370100217,16.371328313708,10.2698927189756,9.94709570313705,43.1490775067068,9.78452764177832,11.4680478372602,35.4039406813823,36.2269586923747,3.27676691233924,-0.162319115408786,-2.62378024702968
"10",0.154848981068626,10.1484198205511,3.72875035604048,3.5290620361501,43.043337022765,5.19914961373853,7.91703201865971,29.1018659542877,20.0349194063873,12.8647144606821,9.58535501076306,15.7966328741092,9.36604259272931,8.6844319698392,41.2533050748356,10.3962812894584,12.497019874146,35.3091945957353,38.2509465838974,1.98314161344907,0.261809882598385,-1.24574144371683
"11",-2.10842006234259,11.9498916913762,3.26042294459503,4.22311614163956,43.4464334987838,2.49798742863319,10.2599713922128,26.859886913628,17.3335797314174,10.0671928286282,9.80840121991347,18.7023038229305,10.7169070178692,11.0218180109385,40.3783755770995,11.8965566513288,12.6272044707927,33.1454022895235,38.7191624599039,2.46722809052563,0.0343937232130901,-2.94643355465091
"12",-Inf,9.18063353486047,4.36303772676394,5.39530757248775,44.0311090722475,5.35611793386028,9.72482486504868,30.7436687352313,19.5980041524055,11.4389917682762,10.9002855696956,17.795933757227,11.6733263577908,9.06111549621601,44.977934691019,12.5109008972908,14.4882674388251,35.3433030766586,38.5578009199246,2.77580936261013,0.326147930504386,-1.99944098893445
"13",-Inf,10.0415682561332,2.16542752885197,2.70183190249426,44.3153104340284,4.67186743427529,8.59982376531803,27.8071395363934,18.326079786925,11.0495204746578,8.93922536471095,16.0719655537965,11.2326228341065,11.3445267535881,43.9303668889799,10.3753933190184,12.2634453734431,33.9711754963149,36.2699425667643,1.93115697811295,0.0329752424404592,-2.03508124085858
"14",-Inf,11.6391901758482,4.83423826753705,5.8361922982058,41.9530564738545,6.02083543095439,8.82719633246154,27.8589667990253,18.6908403150755,11.5927107730775,9.92775939979903,18.6105570832192,9.67550741450432,11.2348433364647,42.0860136922334,12.3634941663806,10.6649447935829,34.7194914143035,36.7098758913349,3.38283664215419,-0.105090375599722,-2.67761607041091
"15",-Inf,10.2272064089443,5.9262941862974,4.67789658572697,41.9149416541842,3.19464503590747,8.7275146779988,29.838754404873,19.7884544044361,10.8490014943349,9.83128615050818,17.0257230581062,11.3339852495325,11.5936122730715,42.8161505631748,9.50911844295561,11.5474936592071,35.9867985676346,36.2186762429676,2.95905868325192,-0.281041197156618,-2.29009170535045
"16",-Inf,10.0867785552963,5.90464606846104,4.82938698950163,43.7999058865175,3.20223750344663,9.07299728552865,27.4735974600489,18.5642223724407,8.12666920626225,9.02045340765189,17.7541540840282,11.0148446434849,10.5484659370816,43.375465015662,10.8417715636193,11.7592945837867,35.5243336504417,37.4979957677502,3.42260179423903,0.34289908913952,-2.70770745308528
"17",-Inf,9.17767962405417,4.57306660553262,4.99148634794789,45.9692675318482,4.22913356383355,8.71371604909084,28.7183067862018,17.8386229640054,10.0266373820718,10.0690133593345,16.7874294202243,11.5019904846663,11.1439150299055,42.7467812637546,10.4177230706335,12.732318104708,35.8362606906001,37.7138512840332,1.96973674005997,0.115336274886533,-3.08578307379856
"18",-Inf,9.36560386638644,4.35294794003636,3.16682764477182,42.9805872842654,5.48808663073019,7.62418785122327,26.484583953135,18.8466649393495,12.5769347906445,9.67881960034541,15.7418272026118,11.9288588673769,12.3426949428365,43.5886365387095,10.2278160286737,12.6617329302063,37.4898865150304,39.1854770741704,2.16679035733496,0.0480507644323271,-1.83837617578853
"19",-Inf,11.0685302734019,6.22018370009796,5.25843113536563,44.2403023237209,6.53931789628768,10.4271921518796,28.5864965506797,19.8825316382053,10.4472891682515,8.89895441516522,15.5896927927596,10.3229362103196,10.0831857896601,43.4168530859391,10.5998334256383,11.9687254138735,33.0309894329427,35.5374014710633,2.15577744803628,-0.294085482505539,-2.18242116997245
